paperId,title,year,citationCount,cites_per_year,subfield,fieldsOfStudy,doi,landmark,abstract
W7104731590,Real-Time Anomaly Detection and Predictive Maintenance in Smart Textile-Integrated Biometric Garments via Federated Kalman Filtering & Reservoir Computing,2025,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.5281/zenodo.17570312,,"**Abstract:** This paper introduces a novel system for real-time anomaly detection and predictive maintenance in smart textile-integrated biometric garments, leveraging a Federated Kalman Filtering architecture combined with Reservoir Computing (RC) for robust, personalized models. Current wearable "
W7104740244,Real-Time Anomaly Detection and Predictive Maintenance in Smart Textile-Integrated Biometric Garments via Federated Kalman Filtering & Reservoir Computing,2025,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.5281/zenodo.17570311,,"**Abstract:** This paper introduces a novel system for real-time anomaly detection and predictive maintenance in smart textile-integrated biometric garments, leveraging a Federated Kalman Filtering architecture combined with Reservoir Computing (RC) for robust, personalized models. Current wearable "
W7105905602,A General Molecular-Scale Dynamic Memristor Model Based on Non-equilibrium Charge Transport Kinetics and Its Information Processing Capability in Reservoir Computing,2025,0,0.0,Physical & Hardware RC,,https://doi.org/10.60893/figshare.jcp.c.8095558,,"Non-equilibrium molecular-scale dynamics, where fast electron transport couples with slow chemical state evolution, underpins the complex behaviors of molecular memristors, yet a general model linking these dynamics to neuromorphic computing remains elusive. We introduce a dynamic memristor model th"
W7124434065,Effective Learning of Neural ODE-Based Trajectory Control Laws by Adaptive Refinement of Reservoir Computing Architecture,2025,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.52202/083087-0034,,
W4407416351,Correction: Systems Identification and Next-Generation Reservoir Computing for Modeling Micro Gas Turbine Engine Performance,2025,0,0.0,General RC / ESN Methods,Engineering; Physical Sciences,https://doi.org/10.2514/6.2025-0332.c1,,
W7124562153,"Review for ""Ultralow-power reservoir computing based on bidirectionally operable ferroelectric capacitors with tunable time constants""",2025,0,0.0,General RC / ESN Methods,,https://doi.org/10.1088/1361-6633/ae3984/v1/review2,,
W7124754811,"Review for ""Ultralow-power reservoir computing based on bidirectionally operable ferroelectric capacitors with tunable time constants""",2025,0,0.0,General RC / ESN Methods,,https://doi.org/10.1088/1361-6633/ae3984/v1/review3,,
W7105883354,A General Molecular-Scale Dynamic Memristor Model Based on Non-equilibrium Charge Transport Kinetics and Its Information Processing Capability in Reservoir Computing,2025,0,0.0,Physical & Hardware RC,,https://doi.org/10.60893/figshare.jcp.c.8095558.v1,,"Non-equilibrium molecular-scale dynamics, where fast electron transport couples with slow chemical state evolution, underpins the complex behaviors of molecular memristors, yet a general model linking these dynamics to neuromorphic computing remains elusive. We introduce a dynamic memristor model th"
W7124591843,"Review for ""Ultralow-power reservoir computing based on bidirectionally operable ferroelectric capacitors with tunable time constants""",2025,0,0.0,General RC / ESN Methods,,https://doi.org/10.1088/1361-6633/ae3984/v1/review1,,
W4414008347,Optimization of Short-Term Relaxation Effect by Dual Error Margin Scheme for Resistive Random-Access Memory-Based Next Generation Reservoir Computing,2025,0,0.0,General RC / ESN Methods,Engineering; Physical Sciences,https://doi.org/10.1109/jeds.2025.3606524,,"Next Generation Reservoir Computing (NGRC) has demonstrated strong potential in hardware-based machine learning applications, leveraging RRAM for efficient feature vector generation. However, the short-term relaxation effect (STRE) in resistive random-access memory (RRAM) poses challenges to computa"
W4414224135,Groundbreaking experimental demonstration of generalized chaos synchronization prediction in multi-drive unidirectionally-coupled laser systems using DFB-based photonic reservoir computing,2025,0,0.0,Photonics & Optics,Computer Science; Physical Sciences,https://doi.org/10.1016/j.optlaseng.2025.109328,,
W4416955593,Intrinsic Disordered Network in Multiferroic YMnO <sub>3</sub> Single Crystals for In‐Materio Physical Reservoir Computing Through Tuneable Domain‐Wall Structure (Small 48/2025),2025,0,0.0,Physical & Hardware RC,Computer Science; Physical Sciences,https://doi.org/10.1002/smll.71539,,Physical Reservoir Computing Multiferroic YMnO3 features cloverleaf-like domain structures forming an intrinsically disordered yet functional network within the single crystal. The resulting nonlinearity enables complex electrical dynamics suitable for in-materio physical reservoir computing. This s
W4407251272,Simulating the impact of white matter connectivity on processing time scales using brain network models,2025,4,4.0,Neuroscience & Comp. Neuro,Neuroscience; Life Sciences,https://doi.org/10.1038/s42003-025-07587-x,,"The capacity of the brain to process input across temporal scales is exemplified in human narrative, which requires integration of information ranging from words, over sentences to long paragraphs. It has been shown that this processing is distributed in a hierarchy across multiple areas in the brai"
W4408651762,A memristive computational neural network model for time-series processing,2025,4,4.0,Physical & Hardware RC,Engineering; Physical Sciences,https://doi.org/10.1063/5.0255168,,"In this work, we introduce a novel computational framework inspired by the physics of memristive devices and systems, which we embed into the context of Recurrent Neural Networks (RNNs) for time-series processing. Our proposed memristive-friendly neural network architecture leverages both the princi"
W4411799252,Optoelectronic Switching Memory Device Based on WO<sub>3</sub> Semiconductor Film Enables High-Efficiency In-Sensing Reservoir Computing for Speech Recognition,2025,0,0.0,Photonics & Optics,Engineering; Physical Sciences,https://doi.org/10.1109/edtm61175.2025.11040366,,"Optic in-sensing computing system exhibits great potential in advanced computing. An emerging optoelectronic synapse device with the structure of Au/WO<inf xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">3</inf>/Au is prepared by sputtering, showing an analo"
W4415348788,Multifunctional ferroelectric synaptic memristors based on HfAlO <sub> <i>x</i> </sub> with enhanced Pavlovian learning and physical reservoir computing systems,2025,0,0.0,Physical & Hardware RC,Engineering; Physical Sciences,https://doi.org/10.1039/d5cp03132j,,"With the growing demand for energy-efficient, high-speed data processing systems, ferroelectric memristors based on HfAlO<sub><i>x</i></sub> (HAO) have emerged as promising candidates for neuromorphic computing. In this study, we fabricated a metal-ferroelectric-insulator-semiconductor structure wit"
W4414511017,"Universal Neuromorphic Element: NbOx Memristor with Co‐Existing Volatile, Non‐Volatile, and Threshold Switching",2025,5,5.0,Physical & Hardware RC,Engineering; Physical Sciences,https://doi.org/10.1002/adfm.202519431,,"Abstract This study investigates the multifunctional resistive switching behaviors of W/NbO x /Pt devices, highlighting their potential for integrated neuromorphic computing. The device exhibits both volatile and non‐volatile resistive switching characteristics, enabling its dual use in reservoir co"
W4411816487,Stochastic cloning of dynamical systems with hidden variables,2025,6,6.0,Photonics & Optics,Computer Science; Physical Sciences,https://doi.org/10.1103/dynj-xqrm,,"We present an approach combining reservoir computing and nonlinear dynamics to replicate the behavior of stochastic systems, even when only partial observations are available. Unlike conventional RC applications, our approach systematically evaluates the conditions under which a system can be ""stron"
W4407503040,Corrigendum to: Experimental demonstration of a photonic reservoir computing system based on Fabry Perot laser for multiple tasks processing,2025,0,0.0,Photonics & Optics,Computer Science; Physical Sciences,https://doi.org/10.1515/nanoph-2024-0713,,[This corrects the article DOI: 10.1515/nanoph-2023-0708.].
W7106031518,Dataset for Directed evolution effectively selects for DNA based physical reservoir computing networks capable of multiple tasks,2025,0,0.0,Physical & Hardware RC,,https://doi.org/10.5281/zenodo.17638109,,
W4412594619,Proposal of Passband Signal Learning Based on Analytic-Signal Input-Output Modeling for Spin-Wave Reservoir Computing,2025,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.29363/nanoge.neuronics.2025.017,,
W7124598319,"Decision letter for ""Ultralow-power reservoir computing based on bidirectionally operable ferroelectric capacitors with tunable time constants""",2025,0,0.0,General RC / ESN Methods,,https://doi.org/10.1088/1361-6633/ae3984/v1/decision1,,
W7134099805,Dynamic Monolayer WSe2 Electrolyte-Gated Transistor with Coexistent Double Relaxation Timescale for Enhanced Physical Reservoir Computing,2025,0,0.0,Physical & Hardware RC,Computer Science; Physical Sciences,,,
W4412100525,A spatiotemporal‐specific artificial neuron based on <scp> In <sub>2</sub> Se <sub>3</sub> </scp> ferroelectric memristor for adaptable information processing,2025,5,5.0,Physical & Hardware RC,Engineering; Physical Sciences,https://doi.org/10.1002/inf2.70047,,"Abstract Neuromorphic computing provides a remarkably efficient and adaptable alternative to traditional computing architectures by embodying the impressive power efficiency and parallel processing capabilities of the human brain. However, the prevailing focus on integrate‐and‐fire mode in current a"
W4411006329,Dual‐Way Alternation Sensing Memristors Based on (BA) <sub>2</sub> (MA) <sub>3</sub> Pb <sub>4</sub> Br <sub>13</sub> Ferroelectric Quantum Dots with Sub‐0.16 V Switching for Broadband Image‐Recognition Systems,2025,4,4.0,Photonics & Optics,Engineering; Physical Sciences,https://doi.org/10.1002/adfm.202510543,,"Abstract The traditional research on organic‐inorganic hybrid perovskite can only realize single visible‐light band sensing, which cannot meet the demand of flexible sensing adjustment of distance. Here, the ferroelectric (BA) 2 (MA) 3 Pb 4 Br 13 quantum dots (BMP‐QDs) are proposed and the Pd/BMP‐QD"
W4411953340,Flexible Spintronic Neuromorphic Devices for Sensing Signal Processing,2025,3,3.0,Physical & Hardware RC,Computer Science; Physical Sciences,https://doi.org/10.1021/acsami.5c06399,,"Integrating spintronic devices onto flexible substrates has been demonstrated to offer new opportunities for flexible electronics. For instance, spintronics-based electronic skins enable humans to perceive and interact with magnetic fields. Beyond their advantages of low power consumption and high e"
W4406655924,Cross-Brand Machine Learning of Coffee’s Temporal Liking from Temporal Dominance of Sensations Curves,2025,3,3.0,Neuroscience & Comp. Neuro,Neuroscience; Life Sciences,https://doi.org/10.3390/app15020948,,"The temporal dominance of sensations (TDS) method captures assessors’ real-time sensory experiences during food tasting, while the temporal liking (TL) method evaluates dynamic changes in food preferences or perceived deliciousness. These sensory evaluation tools are essential for understanding cons"
W4413329190,Multispectral In-Sensor Computing for Image Recognition Based on the Opposite Photogating Photosynapse,2025,7,7.0,Photonics & Optics,Computer Science; Physical Sciences,https://doi.org/10.1021/acsnano.5c03453,,"Through the integration of sensing and computing functions into a single photosynapse, the neuromorphic visual system mitigates the substantial data redundancy caused by frequent data conversion and transmission in Von Neumann architectures. However, most reported photosynapses can produce unidirect"
W4406610342,A Correntropy-Based Echo State Network with Application to Time Series Prediction,2025,10,10.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1109/jas.2024.124932,,"As a category of recurrent neural networks, echo state networks (ESNs) have been the topic of in-depth investigations and extensive applications in a diverse array of fields, with spectacular triumphs achieved. Nevertheless, the traditional ESN and the majority of its variants are devised in the lig"
W4410108922,A mirrored echo state network with application to time series prediction,2025,8,8.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.ins.2025.122260,,
W4407602272,Learning hidden dynamics using echo state network,2025,6,6.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1007/s11071-025-10942-6,,
W4407964491,Structural investigations of multi-reservoir Echo State Networks for EEG-based emotion classification,2025,8,8.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.neucom.2025.129856,,
W4406753763,A Deep Echo State Network With Scaling Factor Activation Functions for Fault Diagnosis of Electrical Drive Systems,2025,9,9.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1109/tte.2025.3532950,,"Deep echo state networks (Deep-ESNs) play an important role in fault diagnosis. However, due to its limitation in the iterative process of dealing with nonlinear data, the accuracy of fault diagnosis is relatively low. In order to improve the fault diagnosis accuracy of electrical drive systems, thi"
W4407791560,A Multi-objective transfer learning framework for time series forecasting with Concept Echo State Networks,2025,7,7.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.neunet.2025.107272,,This paper introduces a novel transfer learning framework for time series forecasting that uses Concept Echo State Network (CESN) and a multi-objective optimization strategy. Our approach addresses the challenges of feature extraction and knowledge transfer in heterogeneous data environments. By opt
W4409657147,Physics-informed Echo State Networks for modeling controllable dynamical systems,2025,4,4.0,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1016/j.neucom.2025.130251,,
W4408953769,Echo state network with a non-convex penalty for nonlinear time series prediction,2025,4,4.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.neucom.2025.130084,,
W4406491532,Cooperative co-evolution deep echo state network for time series prediction,2025,3,3.0,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1088/1402-4896/ada9b5,,"Abstract The deep echo state network demonstrates strong predictive performance in time series tasks, but inter-layer weight optimization and reservoir structure design are still challenging tasks. To address this, we propose the cooperative co-evolution deep echo state network (CCEDESN). Firstly, i"
W4408318621,Long-short Term Cross Echo State Network for time series forecasting task,2025,4,4.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.asoc.2025.112997,,
W4411469794,Chaotic climate system forecasting using an improved echo state network with sparse observations,2025,4,4.0,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1007/s11430-024-1593-9,,
W4407955180,Early prediction of CKD from time series data using adaptive PSO optimized echo state networks,2025,5,5.0,Mathematics & Theory,Computer Science; Physical Sciences,https://doi.org/10.1038/s41598-025-91028-6,,"Chronic Kidney Disease (CKD) is a significant problem in today's healthcare since it is challenging to detect until it has improved significantly, which increases medical expenses. If CKD was detected early, the patient might qualify for more effective treatment and prevent the disease from spreadin"
W4410125574,Explainable Grouped Deep Echo State Network for EEG-based emotion recognition,2025,3,3.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1007/s00500-025-10653-5,,
W4408993088,Degradation Prediction of PEMFCs Based on Discrete Wavelet Transform and Decoupled Echo State Network,2025,3,3.0,General RC / ESN Methods,Engineering; Physical Sciences,https://doi.org/10.3390/s25072174,,"Predicting the degradation process of proton exchange membrane fuel cells (PEMFCs) under diverse operational conditions is crucial for their maintenance planning and health monitoring, but it is also quite complex. The variability in dynamic conditions and the shortcomings of short-term forecasting "
W4406752789,On the spatial prediction of the turbulent flow behind an array of cylinders via echo state networks,2025,3,3.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.engappai.2025.110079,,"This study investigates the capabilities of the spatial prediction of the turbulent flow behind an array of seven cylinders via Echo State Networks (ESN). The flow is dominated by five distinct unsteady vortex streets, each with its own characteristics, that interact with each other. The goal is to "
W4414120284,Echo State Networks for Spatio-Temporal Area-Level Data,2025,2,2.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1080/26941899.2025.2554883,,"Spatio-temporal area-level datasets play a critical role in official statistics, providing valuable insights for policy-making and regional planning. Accurate modeling and forecasting of these datasets can be extremely useful for policymakers to develop informed strategies for future planning. Echo "
W4406971076,Data imputation in the frequency domain using Echo State Networks,2025,2,2.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.engappai.2025.110129,,"This study addresses the problem of reconstructing time series data with only partial spectral information, specifically the power spectral density (PSD), without corresponding phase details. Such situations are common in industrial settings where sensors measure the energy across various frequency "
W4406016117,Optimizing concrete crack detection an echo state network approach with improved fish migration optimization,2025,3,3.0,General RC / ESN Methods,Engineering; Physical Sciences,https://doi.org/10.1038/s41598-024-84458-1,,"There are numerous reasons for concrete buildings cracks, like stress loads, material flaws, and environmental impacts. It is important to find and investigate the concrete cracks during analyzing the safety and structural soundness of buildings, bridges, and other infrastructure. However, there are"
W4410461211,Exploring low-resource weather forecasting with echo state network-based architectures and satellite data,2025,3,3.0,Climate & Earth Sciences,Computer Science; Physical Sciences,https://doi.org/10.1016/j.knosys.2025.113692,,"Cloud forecasting plays a crucial role in various fields such as agriculture, energy systems, and air travel. An accurate forecasting system can offer significant benefits by improving decision-making efficiency in these areas. This study investigates the use of Echo State Network (ESN)-based archit"
W4410458931,Predefined-time adaptive fuzzy echo state network containment control of uncertain multiagent systems with prescribed performance,2025,3,3.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.eswa.2025.128046,,
W4411799469,State-of-Health Estimation and Remaining Useful Life Prediction of Lithium-Ion Batteries Based on Optimized Echo State Network With Early Data Feature,2025,4,4.0,General RC / ESN Methods,Engineering; Physical Sciences,https://doi.org/10.1109/tim.2025.3583315,,"Accurate estimation and prediction of the state of health (SOH) and remaining useful life (RUL) of lithium-ion batteries at the early cycling stage are essential for enabling efficient battery recycling, secondary utilization, and timely warnings. However, the high similarity of battery charging dat"
W4409729137,Enhancing PM2.5 Air Pollution Prediction Performance by Optimizing the Echo State Network (ESN) Deep Learning Model Using New Metaheuristic Algorithms,2025,5,5.0,General RC / ESN Methods,Environmental Science; Physical Sciences,https://doi.org/10.3390/urbansci9050138,,"Air pollution presents significant risks to both human health and the environment. This study uses air pollution and meteorological data to develop an effective deep learning model for hourly PM2.5 concentration predictions in Tehran, Iran. This study evaluates efficient metaheuristic algorithms for"
W4408118110,Full-order sliding mode control of underwater flexible manipulators with echo state network disturbance compensation,2025,3,3.0,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1139/tcsme-2023-0209,,"In this article, a full-order sliding mode controller with echo state network (ESN-FOSMC) disturbance compensation is proposed for the trajectory tracking and vibration suppression of underwater flexible manipulators (UFM). To improve the robustness under lumped disturbances and reduce the computati"
W4408793235,Echo State Network Control Based Power Quality Enhancement in Grid-Interactive Solar Photovoltaic System,2025,3,3.0,Mathematics & Theory,Computer Science; Physical Sciences,https://doi.org/10.1109/tia.2025.3554120,,"This work presents an echo-state network (ESN)-based technique to enhance the utility power quality (PQ) performance in a grid-integrated solar photovoltaic (PV) system. In practice, the problem of PQ has become an issue of concern due to unprecedented utilization of highly nonlinear loads. This res"
W4411750585,Energy-efficient hybrid detection framework for suspicious software components in mobile applications using echo state networks,2025,3,3.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1007/s41870-025-02615-9,,
W4414017514,Minimal deterministic echo state networks outperform random reservoirs in learning chaotic dynamics,2025,2,2.0,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1063/5.0288751,,"Machine learning (ML) is widely used to model chaotic systems. Among ML approaches, echo state networks (ESNs) have received considerable attention due to their simple construction and fast training. However, ESN performance is highly sensitive to hyperparameter choices and to its random initializat"
W4409633189,Addressing data scarcity in industrial reliability assessment with Physically Informed Echo State Networks,2025,2,2.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.ress.2025.111135,,"This paper introduces a method for augmenting sensor data using Physically Informed Echo State Networks (ESNs), which facilitates system identification in scenarios with limited sensor data. The approach integrates domain-specific physical knowledge into the learning process of ESNs to generate surr"
W4414832136,Characterizing the edge of chaos in echo state networks,2025,1,1.0,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1016/j.chaos.2025.117333,,"Chaos theory examines how simple deterministic rules can produce unpredictable yet highly structured dynamics due to their extreme sensitivity to initial conditions. In reservoir computing, and particularly in Echo State Networks (ESNs), operating at the so-called “edge of chaos” has been empiricall"
W4410645246,Deep Echo State Network for Environmental Sound Classification,2025,1,1.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1007/978-981-96-0994-9_7,,
W4412507396,Computational Analysis of Synaptic Plasticity in Echo State Network,2025,1,1.0,Neuroscience & Comp. Neuro,Computer Science; Physical Sciences,https://doi.org/10.1007/978-981-96-7352-0_23,,
W4407411204,An echo state network with adaptive improved pigeon-inspired optimization for time series prediction,2025,2,2.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1007/s10489-025-06347-y,,
W4411037329,An Echo State Network Approach for Parameter Variation Robustness Enhancement in FCS-MPC for PMSM Drives,2025,2,2.0,General RC / ESN Methods,Engineering; Physical Sciences,https://doi.org/10.3390/app15116288,,"Parameter mismatch in model predictive control (MPC) strategies presents significant challenge in permanent magnet synchronous motor (PMSM) control, often leading to reduced tracking accuracy and compromised system stability under dynamic operating conditions. To address above issue, this article pr"
W4415591994,Multi-scale Regulation of Reservoir Topology in Echo State Networks,2025,1,1.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.neucom.2025.131918,,
W4412506804,An echo state network based on enhanced intersecting cortical model for discrete chaotic system prediction,2025,2,2.0,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.3389/fphy.2025.1636357,,"Introduction The prediction of chaotic time series is a persistent problem in various scientific domains due to system characteristics such as sensitivity to initial conditions and nonlinear dynamics. Deep learning models, while effective, are associated with high computational costs and large data "
W4411555862,Multi-timescale Processing with Heterogeneous Assembly Echo State Networks,2025,1,1.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1007/978-981-96-6582-2_11,,
W4414981393,Incremental Input-to-State Stability criterion for adaptive Echo State Network systems,2025,1,1.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.ifacol.2025.09.558,,This paper presents a novel controller design strategy for an adaptive leaky-integrator Echo State Network (ESN) system based on the incremental input-to-state stability criterion. The online learning approach with the leaky-integrator echo state network system is developed through the recursive lea
W4409787389,Study on the soft-sensing modeling strategy of the penicillin fermentation process based on a multi-variable time series echo state network,2025,3,3.0,General RC / ESN Methods,Engineering; Physical Sciences,https://doi.org/10.1016/j.ces.2025.121716,,
W4412164100,Leaky-Integrator Echo State Network Incremental ISS Stability Analysis,2025,1,1.0,Mathematics & Theory,Computer Science; Physical Sciences,https://doi.org/10.1109/lcsys.2025.3587362,,This paper proposes a novel incremental input-to-state stability condition for a discrete-time leaky-integrator echo state network. The derived condition is further utilized for control design through Linear Matrix Inequalities (LMIs). The corresponding observer design LMI condition is also derived.
W4410426547,An echo state network for synthesizing the standard 12-lead ECG from a two-lead ECG obtained from a single touch of a wrist-worn device,2025,3,3.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.bspc.2025.108008,,
W4415009338,Hierarchical Count Echo State Network Models with Application to Graduate Student Enrollments,2025,1,1.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1080/26941899.2025.2565243,,Poisson autoregressive count models have evolved into a time series staple for correlated count data. This paper proposes an alternative to Poisson autoregressions: count echo state networks. Echo state networks can be statistically analyzed in frequentist manners via optimizing penalized likelihood
W4408509102,Optimized echo state network for error compensation based on transfer learning,2025,1,1.0,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1016/j.asoc.2025.112935,,"Echo State Network (ESN) is widely applied in nonlinear system modeling, but its performance is often limited by a lack of error autocorrelation analysis, leading to reduced modeling accuracy. Existing extensions, such as SR-ESN and ERBM, primarily focus on structural optimization or feature represe"
W4406354680,A Spatial Reconstitution Model Based on Geographic Deep Echo State Networks for Ionospheric foF2 in East Asia,2025,2,2.0,Signal Processing & Comms,Physics and Astronomy; Physical Sciences,https://doi.org/10.1109/tgrs.2025.3529204,,"Developing a high-accuracy regional reconstitution model for the critical frequency of the ionospheric F2 layer (foF2), using data from ionospheric monitoring stations, is important for both high-frequency (HF) wireless communications and space remote sensing. To finish further accuracy reconstituti"
W7106165908,Ensemble echo state networks trained collectively for reliable energy forecasting in facilities,2025,1,1.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.compeleceng.2025.110854,,"Accurate and reliable short-term energy consumption forecasting remains a central challenge in modern energy systems, where heterogeneous patterns make uncertainty quantification particularly difficult. This problem is often addressed using ensembles of lightweight recurrent neural networks, such as"
W4408102015,Soft-sensing model of calcination zone temperature of rotary kiln based on principal component analysis and leaky integrator echo state network,2025,3,3.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.ces.2025.121472,,
W4411550123,Forecast of Aging of PEMFCs Based on CEEMD-VMD and Triple Echo State Network,2025,1,1.0,General RC / ESN Methods,Engineering; Physical Sciences,https://doi.org/10.3390/s25133868,,"Accurately forecasting the degradation trajectory of proton exchange membrane fuel cells (PEMFCs) across a spectrum of operational scenarios is indispensable for effective maintenance scheduling and robust health surveillance. However, this task is highly intricate due to the fluctuating nature of d"
W4411232043,Continual Semisupervised Learning of Echo State Network for Quality Prediction of Multimode Processes,2025,1,1.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1109/tii.2025.3575101,,"The successive switching nature of multimode processes, coupled with data scarcity, challenges traditional quality prediction models. Specifically, the difficulty of simultaneously collecting abundant labeled datasets from all modes forces the model to update its parameters as modes switch. This lea"
W4412465278,Switching fuzzy transfer learning for multimodal reservoir fuzzy echo state networks,2025,1,1.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.jii.2025.100911,,
W7106582002,Multi-reservoir echo state network based on the I Ching for accurate energy prediction,2025,1,1.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.engappai.2025.113307,,
W4413869895,Multi-timescale prediction of lifetime and operating temperatures of PEMFC system by hierarchical echo state network,2025,1,1.0,General RC / ESN Methods,Engineering; Physical Sciences,https://doi.org/10.1016/j.energy.2025.138265,,
W4412862307,Quantum-enhanced cortical deep echo state network for fast and accurate speech emotion recognition,2025,1,1.0,Neuroscience & Comp. Neuro,Computer Science; Physical Sciences,https://doi.org/10.1007/s42484-025-00304-1,,
W4415428230,HypER: Hyperbolic Echo State Networks for Capturing Stretch-and-Fold Dynamics in Chaotic Flows,2025,1,1.0,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.3233/faia251184,,Forecasting chaotic dynamics beyond a few Lyapunov times is difficult because infinitesimal errors grow exponentially. Existing Echo State Networks (ESNs) mitigate this growth but employ reservoirs whose Euclidean geometry is mismatched to the stretch–and–fold structure of chaos. We introduce the Hy
W4407121307,Output prediction summary deep echo state network for multivariate chaotic time series forecasting,2025,1,1.0,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1088/1402-4896/adb24b,,"Abstract In this paper, a novel multi-reservoir model called output prediction summary deep echo state network (OPS-DESN) is proposed for multivariate time series forecasting. OPS-DESN consists of a series of chain-connected feature extraction modules and a re-prediction module. Firstly, the input s"
W4416089159,Surface Electromyography-Based Wrist Angle Estimation and Robotic Arm Control with Echo State Networks,2025,1,1.0,Control & Robotics,Engineering; Physical Sciences,https://doi.org/10.3390/act14110548,,"Continuous estimation of joint angles based on surface electromyography (sEMG) signals is a promising method for naturally controlling prosthetic limbs and assistive devices. However, conventional methods based on neural networks have limitations such as long training times and calibration burdens. "
W4407945982,Process regulation control using Echo State Networks: an ESN-based deep neural network approach for PID control,2025,2,2.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.procs.2025.01.297,,"In automation systems, Proportional-Integral-Derivative (PID) controllers are extensively used for their simplicity, reliability, and ability to maintain desired process levels by continuously adjusting control inputs to minimize the error between the set-point and the actual process variable. Despi"
W4409146489,HRAESN-IoT: A Hybrid Residual Attention and Echo State Network Approach for IoT-Enabled Heart Disease Prediction,2025,1,1.0,Neuroscience & Comp. Neuro,Neuroscience; Life Sciences,https://doi.org/10.58346/jowua.2025.i1.023,,Detection of Ischemic Heart Disease needs immediate accurate identifications since incorrect medical assessments lead to serious outcomes. A perfect heart disease prediction model must combine deep learning techniques with the Internet of Things (IoT) for achieving diagnoses of high accuracy. The au
W4413224990,PEMFC remaining useful life prediction method combined particle swarm optimization algorithm with improved echo state network,2025,1,1.0,General RC / ESN Methods,Engineering; Physical Sciences,https://doi.org/10.1051/jnwpu/20254330478,,"In order to improve the accuracy of degradation prediction of proton exchange membrane fuel cell(PEMFC), a PEMFC voltage prediction method based on particle swarm optimization(PSO) algorithm to optimize the revised echo state network(RESN) is proposed. The nonlinear fitting process is accelerated by"
